timestamp,server_id,client_id,data_center_id,memory_usage_pct,disk_io_mbps,network_latency_ms,error_count,crash_count,days_since_maintenance,is_business_hours,is_weekend,will_fail_24h,memory_usage_pct_missing,disk_io_mbps_missing,network_latency_ms_missing,error_count_missing,crash_count_missing,hour,day_of_week,mem_avg_3,disk_avg_3,latency_avg_3,error_sum_3,crash_sum_3,mem_diff,disk_diff,latency_diff
2026-06-17 04:30:50.205339,CL08_DC007_SRV0007,8,7,37.84,147.43,32.26,2.0,0.0,31,0,0,0,0,0,0,0,0,4,2,35.83666666666668,142.19666666666663,36.22000000000002,6.0,2.0,3.0900000000000034,9.710000000000008,-5.940000000000005
2026-06-22 16:35:50.205339,CL09_DC006_SRV0012,9,6,71.59,121.66,33.48,2.0,0.0,38,1,0,0,0,0,0,1,0,16,0,73.11666666666666,118.13333333333337,33.65999999999995,6.0,0.0,-0.5300000000000011,5.289999999999992,0.37999999999999545
2026-06-29 00:00:50.205339,CL06_DC005_SRV0009,6,5,30.95,94.35,19.0,5.0,1.0,34,0,0,0,1,0,0,1,0,0,0,30.196666666666626,96.92000000000007,16.753333333333348,17.0,4.0,0.0,5.6499999999999915,3.5999999999999996
2026-06-24 23:10:50.205339,CL09_DC003_SRV0007,9,3,50.35,116.73,21.35,3.0,0.0,48,0,0,0,0,1,1,0,0,23,2,50.2033333333333,115.30333333333336,19.62666666666669,7.0,1.0,-2.539999999999999,0.0,0.0
2026-06-15 14:40:50.205339,CL03_DC005_SRV0017,3,5,56.73,265.48,16.71,4.0,1.0,35,1,0,0,0,0,1,0,0,14,0,54.34666666666666,245.35666666666665,16.71,10.0,1.0,1.269999999999996,30.07000000000002,0.0
2026-06-08 23:35:50.205339,CL03_DC014_SRV0009,3,14,52.6,64.95,19.15,6.0,1.0,15,0,0,0,1,0,0,1,0,23,0,52.07666666666666,50.376666666666694,17.383333333333347,16.0,3.0,0.0,29.46,2.6499999999999986
2026-06-17 06:25:50.205339,CL10_DC011_SRV0006,10,11,40.94,191.89,36.58,4.0,1.0,12,0,0,0,1,0,0,0,1,6,2,41.146666666666654,188.68666666666647,39.03000000000001,12.0,3.0,0.0,8.659999999999997,-3.3599999999999994
2026-06-16 13:00:50.205339,CL05_DC005_SRV0001,5,5,64.53,264.59,37.59,2.0,0.0,20,1,0,0,0,0,0,1,1,13,1,67.57666666666667,255.54666666666694,38.17666666666668,6.0,0.0,-4.569999999999993,24.089999999999975,-0.8799999999999955
2026-06-11 15:30:50.205339,CL03_DC009_SRV0007,3,9,79.81,158.29,20.08,4.0,1.0,36,1,0,0,0,1,0,0,0,15,3,74.86333333333329,170.2833333333334,19.48666666666665,13.0,3.0,13.909999999999997,0.0,-0.08000000000000185
2026-06-08 10:15:50.205339,CL07_DC016_SRV0004,7,16,73.46,154.2,32.57,1.0,0.0,23,1,0,0,0,0,0,1,0,10,0,76.37333333333332,163.6533333333333,35.16333333333335,3.0,0.0,-12.64,-14.180000000000007,-3.8900000000000006
2026-06-27 16:05:50.205339,CL08_DC002_SRV0005,8,2,41.36,100.89,22.24,2.0,0.0,49,1,1,0,0,0,1,0,0,16,5,40.086666666666666,101.11999999999996,21.573333333333352,6.0,0.0,0.5899999999999963,-2.8799999999999955,0.0
2026-07-05 06:10:50.205339,CL10_DC009_SRV0007,10,9,49.02,171.37,14.16,5.0,1.0,48,0,1,0,0,0,0,0,0,6,6,47.97333333333339,178.93000000000026,17.72999999999999,14.0,3.0,3.940000000000005,-13.849999999999994,-3.1799999999999997
2026-06-14 10:15:50.205339,CL02_DC003_SRV0005,2,3,31.28,203.25,20.41,1.0,0.0,20,1,1,0,0,0,0,0,1,10,6,34.54000000000001,196.67666666666665,17.22333333333331,3.0,0.0,1.4100000000000001,19.22,10.01
2026-06-16 13:30:50.205339,CL04_DC006_SRV0014,4,6,46.81,205.06,18.26,2.0,0.0,29,1,0,0,0,0,0,0,0,13,1,45.45333333333332,207.96333333333328,17.55333333333336,8.0,1.0,-1.1299999999999955,-0.6899999999999977,1.110000000000003
2026-06-06 11:35:50.205339,CL07_DC004_SRV0011,7,4,68.57,102.86,24.06,3.0,1.0,27,1,1,0,0,0,0,0,0,11,5,66.88666666666667,101.22333333333334,25.650000000000002,10.0,3.0,0.22999999999998977,9.900000000000006,1.5899999999999999
2026-06-17 22:15:50.205339,CL03_DC009_SRV0005,3,9,34.57,138.58,23.96,5.0,1.0,22,0,0,0,1,0,0,0,0,22,2,33.79333333333333,134.36333333333332,21.023333333333337,14.0,3.0,0.0,6.890000000000015,0.9600000000000009
2026-06-18 21:20:50.205339,CL06_DC001_SRV0009,6,1,52.72,166.97,13.65,2.0,0.0,17,0,0,0,0,0,0,0,0,21,3,57.086666666666666,163.88333333333335,14.226666666666718,5.0,0.0,-6.689999999999998,23.430000000000007,-0.23000000000000043
2026-06-22 09:40:50.205339,CL06_DC002_SRV0005,6,2,63.66,156.34,19.25,5.0,1.0,22,1,0,0,0,0,0,0,0,9,0,62.72666666666665,167.22000000000003,15.156666666666675,13.0,3.0,0.5,-18.419999999999987,8.32
2026-06-10 16:15:50.205339,CL08_DC007_SRV0002,8,7,72.87,255.27,10.53,4.0,1.0,18,1,0,0,0,0,0,1,1,16,2,66.68999999999998,261.9666666666666,9.859999999999976,11.0,3.0,11.060000000000002,-33.869999999999976,2.6499999999999995
2026-06-26 02:10:50.205339,CL10_DC008_SRV0008,10,8,53.78,141.45,35.56,3.0,1.0,36,0,0,0,0,1,1,0,0,2,4,51.960000000000036,141.45,35.89333333333337,9.0,2.0,2.730000000000004,0.0,0.0
2026-06-15 17:30:50.205339,CL10_DC018_SRV0003,10,18,48.88,256.38,20.08,2.0,0.0,11,1,0,0,0,0,0,0,0,17,0,45.72,246.86000000000004,22.18666666666665,8.0,1.0,4.740000000000002,14.280000000000001,-3.16
2026-06-10 23:50:50.205339,CL10_DC014_SRV0001,10,14,68.19,66.17,26.59,1.0,0.0,24,0,0,0,0,0,1,0,0,23,2,67.51666666666665,84.65333333333326,75.67,5.0,0.0,1.230000000000004,-10.120000000000005,0.0
2026-06-13 09:40:50.205339,CL09_DC009_SRV0001,9,9,72.46,196.04,21.28,2.0,0.0,10,1,1,0,0,0,0,0,0,9,5,69.02333333333327,218.95333333333335,21.263333333333318,6.0,0.0,3.1699999999999875,-49.640000000000015,1.9299999999999997
2026-06-10 05:30:50.205339,CL07_DC005_SRV0006,7,5,47.73,93.8,19.86,3.0,0.0,26,0,0,0,0,1,0,0,0,5,2,45.61333333333335,93.75666666666666,15.353333333333325,8.0,0.0,3.8999999999999986,0.0,6.789999999999999
2026-06-26 17:15:50.205339,CL08_DC009_SRV0010,8,9,59.64,148.02,26.27,2.0,0.0,43,1,0,0,0,0,0,0,0,17,4,63.26666666666669,142.5866666666667,20.07,4.0,1.0,-5.439999999999998,8.150000000000006,9.3
2026-06-26 08:35:50.205339,CL10_DC014_SRV0010,10,14,42.3,162.14,22.72,2.0,0.0,39,0,0,0,0,0,0,0,0,8,4,42.103333333333346,167.77666666666673,18.73999999999998,6.0,0.0,0.529999999999994,0.9599999999999795,5.969999999999999
2026-06-24 03:40:50.205339,CL05_DC007_SRV0007,5,7,51.23,121.91,26.72,1.0,0.0,40,0,0,0,0,1,0,0,0,3,2,50.72000000000002,121.03666666666663,29.41333333333343,3.0,0.0,0.4099999999999966,0.0,-3.330000000000002
2026-06-08 20:10:50.205339,CL10_DC008_SRV0002,10,8,60.36,153.33,18.33,2.0,0.0,17,0,0,0,0,0,0,0,1,20,0,58.26666666666667,150.0866666666667,68.29666666666667,8.0,1.0,3.240000000000002,7.260000000000019,-150.56
2026-06-26 12:15:50.205339,CL05_DC004_SRV0014,5,4,73.99,138.86,30.19,3.0,1.0,24,1,0,0,0,0,0,0,0,12,4,70.29333333333336,130.91,30.786666666666658,10.0,2.0,8.929999999999993,10.90000000000002,-1.5199999999999996
2026-06-30 14:45:50.205339,CL10_DC017_SRV0005,10,17,38.6,179.45,17.25,4.0,0.0,51,1,0,0,1,0,0,1,0,14,1,38.6,173.55333333333328,37.10666666666665,12.0,1.0,0.0,0.9399999999999977,-1.7800000000000011
2026-06-12 04:20:50.205339,CL07_DC005_SRV0014,7,5,47.66,155.43,34.18,3.0,0.0,22,0,0,0,0,0,0,1,0,4,4,46.27333333333333,146.22333333333333,36.57333333333329,7.0,1.0,4.0,14.230000000000018,-3.5900000000000034
2026-06-06 15:00:50.205339,CL10_DC010_SRV0002,10,10,41.52,184.26,28.25,3.0,1.0,19,1,1,0,1,0,0,0,0,15,5,38.05666666666667,174.85333333333335,26.976666666666677,10.0,2.0,0.0,14.109999999999985,1.9100000000000001
2026-06-22 10:25:50.205339,CL08_DC006_SRV0017,8,6,58.85,270.09,28.73,3.0,1.0,24,1,0,0,0,0,1,0,0,10,0,51.363333333333344,248.23666666666682,27.690000000000044,7.0,1.0,12.340000000000003,32.77999999999997,0.0
2026-06-10 22:35:50.205339,CL04_DC011_SRV0007,4,11,48.32,149.05,24.15,3.0,1.0,19,0,0,0,0,0,0,0,0,22,2,49.82666666666666,139.77,23.963333333333352,7.0,1.0,-2.259999999999998,13.920000000000016,0.2799999999999976
2026-06-16 19:05:50.205339,CL06_DC006_SRV0010,6,6,34.2,80.36,17.64,5.0,1.0,36,0,0,0,0,0,0,0,0,19,1,37.33666666666667,103.9399999999999,16.25999999999999,14.0,3.0,-0.529999999999994,-13.959999999999994,2.0700000000000003
2026-06-17 09:30:50.205339,CL01_DC004_SRV0004,1,4,70.05,66.39,15.65,2.0,0.0,16,1,0,0,0,1,0,0,1,9,2,70.94333333333337,66.39,12.893333333333343,6.0,0.0,-1.3400000000000034,0.0,4.42
2026-07-04 03:00:50.205339,CL03_DC013_SRV0002,3,13,46.01,155.63,11.95,2.0,0.0,49,0,1,0,1,0,0,0,1,3,5,46.366666666666625,155.75666666666658,13.399999999999963,8.0,1.0,0.0,-5.800000000000011,0.1999999999999993
2026-07-05 05:20:50.205339,CL09_DC005_SRV0005,9,5,43.48,197.46,40.78,2.0,0.0,53,0,1,0,0,0,0,0,0,5,6,43.286666666666655,190.64000000000001,35.856666666666676,8.0,1.0,0.28999999999999915,7.860000000000014,6.43
2026-06-16 16:10:50.205339,CL03_DC010_SRV0007,3,10,45.07,194.76,14.6,4.0,1.0,39,1,0,0,0,1,0,1,1,16,1,46.836666666666666,197.2166666666667,14.066666666666599,12.0,3.0,-2.6499999999999986,0.0,0.7999999999999989
2026-06-22 18:10:50.205339,CL03_DC001_SRV0004,3,1,70.83,120.51,24.88,6.0,2.0,42,1,0,0,0,0,1,0,0,18,0,65.14666666666665,118.16666666666669,23.13666666666664,15.0,4.0,5.959999999999994,8.420000000000002,0.0
2026-06-29 09:30:50.205339,CL03_DC007_SRV0011,3,7,79.53,119.63,26.95,2.0,0.0,50,1,0,0,0,1,0,0,0,9,0,77.97666666666667,119.63,81.90000000000002,10.0,0.0,3.3400000000000034,0.0,-169.70000000000002
2026-07-01 05:05:50.205339,CL06_DC006_SRV0003,6,6,69.11,174.94,31.92,1.0,0.0,50,0,0,0,0,1,0,0,1,5,2,68.29666666666671,179.60666666666634,33.73,3.0,0.0,0.9200000000000017,0.0,-2.3299999999999983
2026-06-18 01:10:50.205339,CL10_DC004_SRV0011,10,4,45.29,149.55,32.13,2.0,0.0,19,0,0,0,0,0,0,0,1,1,3,49.25,159.35999999999999,34.53666666666667,6.0,0.0,-6.469999999999999,-4.199999999999989,-2.549999999999997
2026-06-11 15:15:50.205339,CL08_DC008_SRV0011,8,8,45.26,203.0,43.56,2.0,0.0,7,1,0,0,1,0,0,0,1,15,3,46.943333333333335,201.84,44.94,8.0,0.0,0.0,1.740000000000009,-2.019999999999996
2026-06-25 18:00:50.205339,CL10_DC007_SRV0017,10,7,68.95,191.6,28.79,5.0,1.0,31,1,0,0,0,1,0,0,1,18,3,64.64666666666673,188.8133333333333,61.336666666666645,14.0,3.0,12.420000000000002,0.0,-101.93
2026-07-01 14:20:50.205339,CL02_DC007_SRV0004,2,7,75.64,218.92,32.04,2.0,0.0,38,1,0,0,1,0,1,0,1,14,2,74.99333333333335,197.92666666666673,33.66666666666673,7.0,0.0,0.0,31.48999999999998,0.0
2026-06-17 06:20:50.205339,CL04_DC002_SRV0017,4,2,59.01,60.71,37.57,3.0,0.0,38,0,0,0,0,0,1,0,0,6,2,57.30666666666667,56.91999999999992,35.6533333333333,10.0,0.0,2.759999999999998,2.8900000000000006,0.0
2026-07-05 00:45:50.205339,CL09_DC003_SRV0013,9,3,99.0,77.43,24.96,3.0,1.0,52,0,1,1,0,0,1,0,0,0,6,99.0,82.47666666666662,24.57333333333337,13.0,2.0,0.0,-12.629999999999995,0.0
2026-06-29 12:40:50.205339,CL06_DC005_SRV0009,6,5,55.69,117.72,21.62,4.0,1.0,34,1,0,0,0,0,0,0,0,12,0,53.35666666666663,137.5200000000001,16.72000000000002,12.0,3.0,3.559999999999995,-26.75,7.0600000000000005
2026-07-02 07:25:50.205339,CL04_DC002_SRV0003,4,2,41.87,152.15,31.62,1.0,0.0,49,0,0,0,0,1,0,0,1,7,3,40.773333333333305,152.15,33.033333333333324,4.0,0.0,0.3399999999999963,0.0,0.5700000000000003
2026-06-10 00:40:50.205339,CL01_DC006_SRV0007,1,6,61.93,97.39,29.65,4.0,1.0,27,0,0,0,0,0,0,1,0,0,2,62.03666666666668,97.83999999999999,33.430000000000014,12.0,3.0,2.8399999999999963,-0.4000000000000057,-2.440000000000005
2026-06-08 15:55:50.205339,CL06_DC003_SRV0012,6,3,63.33,198.58,39.23,4.0,1.0,16,1,0,0,0,1,1,0,1,15,0,61.106666666666676,200.80999999999997,39.57000000000003,9.0,2.0,7.1299999999999955,0.0,0.0
2026-06-28 14:35:50.205339,CL10_DC019_SRV0017,10,19,54.75,91.57,30.07,1.0,0.0,29,1,1,0,0,0,0,0,0,14,6,57.973333333333365,79.62000000000005,31.546666666666614,4.0,0.0,-7.509999999999998,23.779999999999987,-0.379999999999999
2026-06-24 20:20:50.205339,CL02_DC007_SRV0002,2,7,25.52,50.29,32.97,3.0,0.0,24,0,0,0,1,1,0,0,0,20,2,27.36999999999998,47.90333333333333,31.103333333333353,8.0,0.0,0.0,0.0,2.799999999999997
2026-06-20 00:00:50.205339,CL08_DC004_SRV0006,8,4,55.08,149.3,17.02,3.0,1.0,34,0,1,0,0,1,1,0,1,0,5,58.70666666666674,149.3,16.51999999999994,9.0,3.0,-5.440000000000005,0.0,0.0
2026-06-29 11:15:50.205339,CL08_DC002_SRV0002,8,2,56.05,108.26,41.66,3.0,1.0,43,1,0,0,0,1,0,0,0,11,0,51.56666666666664,108.49000000000008,36.506666666666696,7.0,1.0,5.469999999999999,0.0,7.279999999999994
2026-06-06 16:40:50.205339,CL08_DC009_SRV0001,8,9,56.34,83.03,26.62,1.0,0.0,2,1,1,0,0,0,0,0,0,16,5,56.370000000000005,104.53666666666665,24.353333333333325,5.0,1.0,-1.7399999999999949,-32.260000000000005,1.3100000000000023
2026-06-24 04:20:50.205339,CL03_DC005_SRV0002,3,5,63.53,127.82,32.82,5.0,1.0,37,0,0,0,1,0,0,0,0,4,2,63.53,138.51333333333352,64.62666666666667,11.0,3.0,0.0,-6.6299999999999955,-47.71
2026-07-01 06:25:50.205339,CL05_DC007_SRV0003,5,7,59.65,159.36,27.08,5.0,1.0,50,0,0,0,0,0,0,0,1,6,2,58.55999999999998,162.59000000000006,28.273333333333294,11.0,3.0,2.0,-0.5999999999999943,-4.050000000000001
2026-06-15 01:05:50.205339,CL10_DC014_SRV0002,10,14,58.64,62.95,13.85,4.0,1.0,14,0,0,0,0,1,0,0,1,1,0,58.94999999999999,60.806666666666636,12.770000000000039,14.0,3.0,-0.28999999999999915,0.0,2.67
2026-07-04 12:55:50.205339,CL10_DC011_SRV0009,10,11,63.88,144.97,33.23,1.0,0.0,43,1,1,0,0,0,0,0,0,12,5,68.98666666666668,156.3033333333333,32.04000000000003,5.0,0.0,-2.6399999999999935,-17.0,0.4199999999999946
2026-06-23 21:00:50.205339,CL08_DC008_SRV0002,8,8,45.14,113.03,30.47,3.0,1.0,41,0,0,0,0,0,0,0,0,21,1,46.446666666666665,114.85000000000002,33.190000000000026,11.0,2.0,-1.9600000000000009,-8.429999999999993,-4.079999999999998
2026-06-08 20:05:50.205339,CL07_DC008_SRV0003,7,8,52.78,68.95,27.39,1.0,1.0,30,0,0,0,0,0,0,0,1,20,0,52.160000000000004,73.66333333333336,29.68666666666665,5.0,3.0,0.21000000000000085,-7.069999999999993,-0.8399999999999999
2026-06-10 20:50:50.205339,CL09_DC005_SRV0016,9,5,37.59,182.11,16.79,3.0,1.0,29,0,0,0,0,0,0,0,0,20,2,34.423333333333325,188.3033333333335,18.290000000000003,11.0,3.0,6.520000000000003,-9.289999999999992,-1.4000000000000021
2026-06-16 06:05:50.205339,CL08_DC006_SRV0007,8,6,36.18,74.07,40.88,3.0,1.0,12,0,0,0,0,1,1,1,0,6,1,36.709999999999994,71.73666666666664,40.29999999999995,9.0,1.0,-0.4299999999999997,0.0,0.0
2026-06-15 19:40:50.205339,CL03_DC011_SRV0002,3,11,52.77,89.83,5.58,3.0,0.0,26,0,0,0,0,0,0,1,1,19,0,51.54333333333333,84.57000000000001,7.323333333333331,9.0,1.0,2.6100000000000065,12.75,-3.5299999999999994
2026-06-25 23:00:50.205339,CL10_DC019_SRV0017,10,19,55.04,58.08,30.89,2.0,0.0,26,0,0,0,0,1,0,0,0,23,3,54.29333333333338,58.08,32.7633333333333,6.0,0.0,1.1199999999999974,0.0,-2.8100000000000023
2026-06-30 14:40:50.205339,CL07_DC001_SRV0008,7,1,51.4,153.0,32.19,4.0,1.0,48,1,0,0,1,0,0,0,0,14,1,51.4,159.46666666666658,33.596666666666636,12.0,4.0,0.0,-4.509999999999991,-3.4299999999999997
2026-07-02 18:40:50.205339,CL03_DC002_SRV0014,3,2,88.51,268.42,14.05,4.0,1.0,49,1,0,0,0,0,0,0,0,18,3,91.19666666666666,250.87999999999997,13.083333333333352,17.0,5.0,-9.569999999999993,26.310000000000002,1.450000000000001
2026-06-26 18:30:50.205339,CL08_DC001_SRV0003,8,1,51.81,157.48,39.45,4.0,1.0,24,1,0,0,0,0,1,0,0,18,4,51.8433333333333,159.06333333333336,39.45,14.0,3.0,-3.479999999999997,-12.590000000000003,0.0
2026-06-27 13:50:50.205339,CL01_DC005_SRV0002,1,5,41.24,171.96,34.01,3.0,1.0,33,1,1,0,1,0,0,0,0,13,5,41.58666666666673,186.62333333333333,30.129999999999967,9.0,2.0,0.0,-5.780000000000001,5.979999999999997
2026-06-12 22:45:50.205339,CL10_DC013_SRV0014,10,13,37.76,127.67,37.94,1.0,0.0,24,0,0,0,0,1,1,0,1,22,4,38.150000000000006,124.29333333333328,36.78666666666667,5.0,0.0,-2.6799999999999997,0.0,0.0
2026-07-01 15:20:50.205339,CL10_DC016_SRV0003,10,16,73.38,164.85,24.93,3.0,0.0,45,1,0,0,0,0,0,0,0,15,2,79.98333333333333,175.37,23.173333333333332,10.0,2.0,-9.460000000000008,-13.230000000000018,4.059999999999999
2026-06-05 23:20:50.205339,CL09_DC005_SRV0007,9,5,53.51,85.54,10.77,3.0,1.0,27,0,0,0,1,1,0,0,0,23,4,55.356666666666676,85.54,11.236666666666666,12.0,3.0,0.0,0.0,-0.7000000000000011
2026-06-18 06:15:50.205339,CL10_DC006_SRV0007,10,6,52.82,184.3,30.79,1.0,0.0,38,0,0,0,1,0,0,0,0,6,3,52.82,173.51333333333343,31.623333333333363,4.0,0.0,0.0,16.180000000000007,-4.590000000000003
2026-06-21 04:55:50.205339,CL01_DC008_SRV0012,1,8,47.84,46.26,26.47,3.0,0.0,26,0,1,0,0,0,0,0,1,4,6,50.02666666666669,66.88333333333331,27.850000000000005,8.0,0.0,-0.10999999999999943,-33.330000000000005,-2.460000000000001
2026-06-20 19:45:50.205339,CL09_DC010_SRV0009,9,10,36.86,123.23,14.11,4.0,1.0,24,0,1,0,0,0,0,1,0,19,5,36.913333333333334,126.72000000000014,12.310000000000029,13.0,3.0,-0.0799999999999983,-1.6199999999999903,2.59
2026-06-23 21:45:50.205339,CL09_DC013_SRV0001,9,13,52.63,132.01,30.03,3.0,1.0,37,0,0,0,0,1,0,0,0,21,1,53.23666666666664,132.01,33.03999999999999,11.0,2.0,-0.17999999999999972,0.0,-3.1700000000000017
2026-06-08 19:25:50.205339,CL02_DC002_SRV0010,2,2,36.82,70.92,27.0,4.0,1.0,7,0,0,0,1,0,0,0,1,19,0,37.35000000000001,77.13999999999997,30.52,12.0,3.0,0.0,-9.329999999999998,-10.619999999999997
2026-06-15 23:00:50.205339,CL10_DC012_SRV0015,10,12,47.05,90.93,27.17,4.0,1.0,36,0,0,0,0,0,0,0,0,23,0,46.89666666666667,78.37666666666665,27.74999999999997,9.0,2.0,1.1400000000000006,18.830000000000013,1.5600000000000023
2026-07-05 04:30:50.205339,CL04_DC006_SRV0003,4,6,53.92,107.56,15.16,5.0,1.0,42,0,1,0,0,0,0,0,0,4,6,50.723333333333365,98.72000000000018,15.843333333333327,14.0,3.0,5.480000000000004,13.260000000000005,-3.5799999999999983
2026-06-27 00:20:50.205339,CL03_DC001_SRV0014,3,1,49.49,95.28,25.49,4.0,1.0,48,0,1,0,0,0,0,1,0,0,5,52.21,90.79999999999995,26.396666666666686,13.0,3.0,-5.210000000000001,7.239999999999995,-1.360000000000003
2026-06-24 21:40:50.205339,CL03_DC004_SRV0004,3,4,41.8,167.64,32.92,2.0,0.0,46,0,0,0,0,1,1,0,0,21,2,42.63666666666666,169.70000000000002,32.07666666666661,7.0,2.0,-0.8500000000000014,0.0,0.0
2026-06-28 19:05:50.205339,CL09_DC008_SRV0004,9,8,45.72,96.84,41.21,6.0,1.0,32,0,1,0,0,0,0,0,1,19,6,51.46666666666672,118.13333333333344,40.090000000000025,15.0,3.0,-1.4500000000000028,-9.189999999999998,4.710000000000001
2026-06-24 02:05:50.205339,CL03_DC006_SRV0009,3,6,32.37,77.9,14.88,3.0,1.0,25,0,0,0,0,0,0,1,0,2,2,33.373333333333335,86.27333333333327,18.20999999999999,9.0,3.0,-0.240000000000002,-15.569999999999993,-6.51
2026-06-25 16:10:50.205339,CL08_DC001_SRV0001,8,1,59.33,100.18,30.8,5.0,1.0,36,1,0,0,0,0,0,1,0,16,3,62.409999999999975,100.49666666666671,28.393333333333345,16.0,4.0,-3.440000000000005,-1.1199999999999903,0.4200000000000017
2026-06-07 03:00:50.205339,CL08_DC004_SRV0010,8,4,27.82,104.42,33.67,4.0,1.0,19,0,1,0,0,0,0,1,0,3,6,28.346666666666664,111.34333333333335,79.83333333333331,12.0,3.0,-0.7899999999999991,-1.2000000000000028,-2.1099999999999994
2026-06-22 03:15:50.205339,CL10_DC014_SRV0007,10,14,67.25,150.85,40.22,2.0,0.0,41,0,0,0,0,0,0,0,1,3,0,69.56999999999998,141.89666666666668,38.12999999999996,8.0,0.0,-2.519999999999996,7.460000000000008,3.729999999999997
2026-06-19 06:25:50.205339,CL03_DC004_SRV0004,3,4,45.94,165.62,33.82,2.0,0.0,40,0,0,0,0,1,0,0,0,6,4,42.449999999999996,162.82000000000005,32.0366666666666,7.0,1.0,3.969999999999999,0.0,1.4799999999999969
2026-07-02 03:55:50.205339,CL02_DC002_SRV0009,2,2,32.26,168.66,14.38,2.0,0.0,35,0,0,0,0,0,0,0,0,3,3,35.410000000000004,160.60666666666668,15.520000000000076,6.0,0.0,-5.010000000000005,12.349999999999994,-1.709999999999999
2026-07-01 14:25:50.205339,CL10_DC009_SRV0002,10,9,99.0,224.9,33.46,2.0,0.0,54,1,0,1,0,0,0,0,0,14,2,99.0,212.9466666666667,34.06,10.0,2.0,0.0,23.110000000000014,-0.8999999999999986
2026-06-19 01:30:50.205339,CL10_DC012_SRV0003,10,12,36.06,110.79,26.86,3.0,1.0,21,0,0,0,0,0,0,0,0,1,4,34.050000000000004,110.84333333333336,21.41333333333333,10.0,3.0,4.570000000000004,-0.0799999999999983,8.98
2026-06-08 07:25:50.205339,CL07_DC006_SRV0007,7,6,56.96,169.3,12.38,5.0,1.0,18,0,0,0,1,0,0,0,1,7,0,57.053333333333335,168.88666666666666,14.646666666666652,14.0,3.0,0.0,-12.449999999999989,-0.46999999999999886
2026-06-07 21:05:50.205339,CL03_DC007_SRV0016,3,7,23.48,156.1,18.81,5.0,1.0,24,0,1,0,0,0,1,0,1,21,6,23.629999999999995,140.86333333333332,18.81,13.0,3.0,-2.3599999999999994,16.00999999999999,0.0
2026-06-19 20:30:50.205339,CL08_DC008_SRV0009,8,8,34.89,130.73,23.38,6.0,1.0,24,0,0,0,0,0,0,0,1,20,4,36.20333333333334,124.70999999999997,19.106666666666666,14.0,3.0,-1.9699999999999989,9.029999999999987,6.41
2026-06-20 08:35:50.205339,CL04_DC009_SRV0008,4,9,63.7,72.35,15.39,2.0,0.0,33,0,1,0,0,0,0,1,0,8,5,68.97333333333334,72.75333333333337,12.733333333333297,5.0,0.0,-7.909999999999997,1.789999999999992,2.24
2026-07-03 03:30:50.205339,CL10_DC008_SRV0001,10,8,99.0,61.36,21.46,3.0,1.0,51,0,0,1,1,1,1,0,0,3,4,99.0,70.9333333333333,23.04999999999997,9.0,3.0,0.0,0.0,0.0
2026-06-26 11:25:50.205339,CL05_DC001_SRV0020,5,1,67.83,202.36,19.95,2.0,0.0,32,1,0,0,0,0,0,1,0,11,4,69.21666666666668,209.37000000000003,20.050000000000022,6.0,0.0,2.3999999999999915,-16.48999999999998,-0.15000000000000213
2026-06-25 09:25:50.205339,CL09_DC013_SRV0009,9,13,44.22,129.77,16.19,4.0,1.0,42,1,0,0,1,0,1,0,0,9,3,44.22,117.73666666666662,16.61999999999999,13.0,3.0,0.0,18.05000000000001,0.0
2026-06-13 02:45:50.205339,CL09_DC010_SRV0010,9,10,47.46,176.88,21.19,2.0,0.0,29,0,1,0,0,0,0,0,0,2,5,57.89333333333335,185.8433333333334,21.86333333333336,6.0,0.0,-25.520000000000003,-19.24000000000001,-1.009999999999998
2026-06-20 10:05:50.205339,CL10_DC012_SRV0014,10,12,48.66,151.66,25.07,3.0,1.0,15,1,1,0,1,0,0,0,1,10,5,50.47666666666668,161.6299999999999,25.69333333333339,11.0,3.0,0.0,-3.0500000000000114,-0.48999999999999844
2026-06-07 17:15:50.205339,CL02_DC002_SRV0005,2,2,45.09,218.84,41.83,2.0,0.0,31,1,1,0,0,1,0,0,0,17,6,47.58333333333334,224.23333333333332,38.949999999999996,6.0,0.0,-3.739999999999995,0.0,4.32
2026-06-29 03:30:50.205339,CL10_DC006_SRV0002,10,6,35.95,186.14,28.46,4.0,1.0,42,0,0,0,0,0,0,0,0,3,0,33.766666666666666,194.8466666666669,28.169999999999987,12.0,3.0,1.1099999999999994,-13.060000000000002,0.9499999999999993
2026-06-26 07:30:50.205339,CL01_DC006_SRV0008,1,6,99.0,141.66,17.41,6.0,2.0,37,0,0,1,1,1,0,0,1,7,4,99.0,141.66,16.113333333333262,15.0,4.0,0.0,0.0,2.620000000000001
2026-06-11 22:15:50.205339,CL06_DC002_SRV0011,6,2,69.85,131.43,33.44,3.0,0.0,13,0,0,0,0,0,0,0,1,22,3,70.93333333333337,133.25333333333333,32.13333333333335,9.0,1.0,-1.0400000000000063,-5.849999999999994,3.7099999999999973
2026-07-04 06:15:50.205339,CL07_DC008_SRV0001,7,8,36.13,140.14,26.81,1.0,0.0,34,0,1,0,0,0,0,1,1,6,5,36.940000000000005,143.00666666666675,28.276666666666646,6.0,1.0,-1.269999999999996,-8.530000000000001,-2.8900000000000006
